0.0001 	0.0058
0.0002 	0.000346
0.0005 	-0.0768
0.0001 	-0.0046
0.0005 	0.000355
0.0003 	0.0666
0.0003 	-0.0197
0.0001 	0.0068
0.0001 	-0.0125
0.0007 	0.03
0.0000 	-0.012
0.0003 	0.0238
0.0001 	0.0322
0.0001 	0.0254
0.0004 	0.0356
0.0001 	-0.0026
0.0000 	0.0414
0.0001 	0.0168
0.0001 	-0.0276
0.0002 	-0.0063
0.0001 	0.0122
0.0009 	-0.229
0.0001 	0.0081
0.0001 	-0.0013
0.0001 	-0.0114
0.0001 	-0.0347
0.0002 	0.0346
0.0001 	0.014
0.0000 	-0.0151
0.0002 	-0.0208
0.0081 	-0.0307
0.0033 	0.0099
0.0114 	-0.031
0.0113 	0.0091
0.0413 	-0.0044
0.0580 	0.168
0.0361 	0.0792
0.0148 	0.0219
0.0132 	0.0305
0.0110 	-0.009
0.0232 	-0.0353
0.0235 	-0.0314
0.0187 	-0.0864
0.0190 	-0.0148
0.0129 	-0.008
0.0031 	-0.014
0.0059 	0.012
0.0087 	0.018
0.0090 	0.0056
0.0582 	0.1328
0.0141 	0.1165
0.0154 	0.0331
0.0059 	-0.0009
0.0131 	-0.0062
0.0304 	-0.0542
0.0271 	0.049
0.0154 	0.0272
0.0228 	0.0415
0.0105 	-0.0223
0.0178 	-0.0644
0.0285 	0.0437
0.0451 	0.0669
0.0436 	0.0859
0.0424 	0.1044
0.0268 	0.1728
0.0191 	0.1443
0.0611 	0.0934
0.0431 	0.0884
0.0059 	-0.0156
0.1228 	0.3342
0.0332 	0.1111
0.0612 	0.1864
0.0821 	0.2584
0.0254 	-0.0247
0.0073 	0.0257
0.0014 	0.006
0.0097 	0.0086
0.0011 	-0.0054
0.0017 	-0.0054
0.0014 	0.0002
0.0012 	-0.0022
0.0015 	-0.0049
0.0045 	-0.003
0.0042 	-0.0084
0.0122 	-0.0062
0.0095 	-0.0021
0.0196 	-0.01808
0.0156 	-0.0189
0.0523 	-0.015
0.0083 	0.0066
0.0549 	0.1405
0.0110 	-0.0072
0.0087 	0.0299
0.0089 	0.0354
0.0152 	-0.0124
0.0190 	0.0285
0.0102 	-0.0099
0.0128 	0.0093
0.0338 	0.016
0.0059 	0.0136
